idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Venue,DisplayTime,Status,Away Inning Line,Home Inning Line,Away Hits,Home Hits,Away Errors,Home Errors,Poster,Thumb,gameSno,kindCode,year,officialLiveUrl
2438440,2026-08-02 09:05:00,Round 18,Fubon Guardians,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/3765vl1775241045.jpg,,,,
2438441,2026-08-04 10:35:00,Round 19,CTBC Brothers,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/me3dno1712659534.jpg,,,,
2438442,2026-08-04 10:35:00,Round 19,TSG Hawks,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/xnlb0l1775241046.jpg,,,,
2438443,2026-08-05 10:35:00,Round 19,CTBC Brothers,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/me3dno1712659534.jpg,,,,
2438444,2026-08-05 10:35:00,Round 19,TSG Hawks,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/lf2dn11775241047.jpg,,,,
2438445,2026-08-05 10:35:00,Round 19,Wei Chuan Dragons,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/ccgdjf1712659602.jpg,,,,
2438446,2026-08-06 10:35:00,Round 19,Wei Chuan Dragons,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/ccgdjf1712659602.jpg,,,,
2438447,2026-08-07 10:35:00,Round 19,Fubon Guardians,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/dubti11712659539.jpg,,,,
2438448,2026-08-07 10:35:00,Round 19,Rakuten Monkeys,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/s3n4sz1712659536.jpg,,,,
2438449,2026-08-07 10:35:00,Round 19,TSG Hawks,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/di76p61775241048.jpg,,,,
2438450,2026-08-08 08:05:00,Round 19,TSG Hawks,,CTBC Brothers,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/j17jer1775241049.jpg,,,,
2438451,2026-08-08 09:05:00,Round 19,Fubon Guardians,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/dubti11712659539.jpg,,,,
2438452,2026-08-08 09:05:00,Round 19,Rakuten Monkeys,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/s3n4sz1712659536.jpg,,,,
2438453,2026-08-09 08:05:00,Round 19,TSG Hawks,,CTBC Brothers,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/tpthw11775241050.jpg,,,,
2438454,2026-08-09 09:05:00,Round 19,Fubon Guardians,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/dubti11712659539.jpg,,,,
2438455,2026-08-09 09:05:00,Round 19,Rakuten Monkeys,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/s3n4sz1712659536.jpg,,,,
2438456,2026-08-11 10:35:00,Round 20,TSG Hawks,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/qarrb01775241051.jpg,,,,
2438457,2026-08-11 10:35:00,Round 20,Uni-President Lions,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/0jhrmu1712659534.jpg,,,,
2438458,2026-08-12 10:35:00,Round 20,Fubon Guardians,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cmjt7a1712659539.jpg,,,,
2438459,2026-08-12 10:35:00,Round 20,TSG Hawks,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/e25xhv1775241052.jpg,,,,
2438460,2026-08-12 10:35:00,Round 20,Uni-President Lions,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/0jhrmu1712659534.jpg,,,,
2438461,2026-08-13 10:35:00,Round 20,Fubon Guardians,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cmjt7a1712659539.jpg,,,,
2438462,2026-08-14 10:35:00,Round 20,Wei Chuan Dragons,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/udx3701712659513.jpg,,,,
2438463,2026-08-14 10:35:00,Round 20,Uni-President Lions,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/p7sgxb1712659516.jpg,,,,
2438464,2026-08-14 10:35:00,Round 20,CTBC Brothers,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/69xi671775241053.jpg,,,,
2438465,2026-08-15 08:05:00,Round 20,Uni-President Lions,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/p7sgxb1712659516.jpg,,,,
2438466,2026-08-15 09:05:00,Round 20,CTBC Brothers,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/r6zerq1775241054.jpg,,,,
2438467,2026-08-15 09:05:00,Round 20,Wei Chuan Dragons,,Rakuten Monkeys,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/udx3701712659513.jpg,,,,
2438468,2026-08-16 07:05:00,Round 20,Wei Chuan Dragons,,Rakuten Monkeys,,,15:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/udx3701712659513.jpg,,,,
2438469,2026-08-16 08:05:00,Round 20,Uni-President Lions,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/p7sgxb1712659516.jpg,,,,
2438470,2026-08-16 09:05:00,Round 20,CTBC Brothers,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/4vf3fk1775241055.jpg,,,,
2438471,2026-08-18 10:35:00,Round 21,Rakuten Monkeys,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cw41ci1712659519.jpg,,,,
2438472,2026-08-18 10:35:00,Round 21,TSG Hawks,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/35xz2w1775241056.jpg,,,,
2438473,2026-08-19 10:35:00,Round 21,Wei Chuan Dragons,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/b8xtw51712659533.jpg,,,,
2438474,2026-08-19 10:35:00,Round 21,TSG Hawks,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/0qni911775241057.jpg,,,,
2438475,2026-08-19 10:35:00,Round 21,Rakuten Monkeys,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cw41ci1712659519.jpg,,,,
2438476,2026-08-20 10:35:00,Round 21,Wei Chuan Dragons,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/b8xtw51712659533.jpg,,,,
2438477,2026-08-21 10:35:00,Round 21,Fubon Guardians,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/u5uxeq1712659524.jpg,,,,
2438478,2026-08-21 10:35:00,Round 21,TSG Hawks,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/r083re1775241058.jpg,,,,
2438479,2026-08-21 10:35:00,Round 21,Uni-President Lions,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/8vqs4a1712659537.jpg,,,,
2438480,2026-08-22 08:05:00,Round 21,TSG Hawks,,Rakuten Monkeys,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/0yr9yv1775241060.jpg,,,,
2438481,2026-08-22 08:05:00,Round 21,Uni-President Lions,,CTBC Brothers,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/8vqs4a1712659537.jpg,,,,
2438482,2026-08-22 09:05:00,Round 21,Fubon Guardians,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/u5uxeq1712659524.jpg,,,,
2438483,2026-08-23 08:05:00,Round 21,TSG Hawks,,Rakuten Monkeys,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/6zvped1775241061.jpg,,,,
2438484,2026-08-23 08:05:00,Round 21,Uni-President Lions,,CTBC Brothers,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/8vqs4a1712659537.jpg,,,,
2438485,2026-08-23 09:05:00,Round 21,Fubon Guardians,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/u5uxeq1712659524.jpg,,,,
2438486,2026-08-25 10:35:00,Round 22,CTBC Brothers,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/jt9ui71712659516.jpg,,,,
2438487,2026-08-25 10:35:00,Round 22,Uni-President Lions,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/l2ne001712659508.jpg,,,,
2438488,2026-08-26 10:35:00,Round 22,CTBC Brothers,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/jt9ui71712659516.jpg,,,,
2438489,2026-08-26 10:35:00,Round 22,Fubon Guardians,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/0gvsdb1775241062.jpg,,,,
2438490,2026-08-26 10:35:00,Round 22,Uni-President Lions,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/l2ne001712659508.jpg,,,,
2438491,2026-08-27 10:35:00,Round 22,Fubon Guardians,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/beg6js1775241062.jpg,,,,
2438492,2026-08-28 10:35:00,Round 22,CTBC Brothers,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/me3dno1712659534.jpg,,,,
2438493,2026-08-28 10:35:00,Round 22,Rakuten Monkeys,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/nf3jpm1712659540.jpg,,,,
2438494,2026-08-28 10:35:00,Round 22,Wei Chuan Dragons,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/egtdrn1775241063.jpg,,,,
2438495,2026-08-29 09:05:00,Round 22,Wei Chuan Dragons,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/4ufcvm1775241064.jpg,,,,
2438496,2026-08-29 09:05:00,Round 22,Rakuten Monkeys,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/nf3jpm1712659540.jpg,,,,
2438497,2026-08-29 09:05:00,Round 22,CTBC Brothers,,Fubon Guardians,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/me3dno1712659534.jpg,,,,
2438498,2026-08-30 08:05:00,Round 22,Wei Chuan Dragons,,TSG Hawks,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/3ejlc01775241065.jpg,,,,
2438499,2026-08-30 09:05:00,Round 22,CTBC Brothers,,Fubon Guardians,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/me3dno1712659534.jpg,,,,
2438500,2026-08-30 09:05:00,Round 22,Rakuten Monkeys,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/nf3jpm1712659540.jpg,,,,
2438501,2026-09-01 10:35:00,Round 23,Fubon Guardians,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/dubti11712659539.jpg,,,,
2438502,2026-09-01 10:35:00,Round 23,TSG Hawks,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/4gyvg01775241066.jpg,,,,
2438503,2026-09-02 10:35:00,Round 23,Fubon Guardians,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/dubti11712659539.jpg,,,,
2438504,2026-09-02 10:35:00,Round 23,Rakuten Monkeys,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/s3n4sz1712659536.jpg,,,,
2438505,2026-09-02 10:35:00,Round 23,TSG Hawks,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/qwctnv1775241067.jpg,,,,
2438506,2026-09-03 10:35:00,Round 23,Rakuten Monkeys,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/s3n4sz1712659536.jpg,,,,
2438507,2026-09-04 10:35:00,Round 23,Uni-President Lions,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/a64j7t1775241068.jpg,,,,
2438508,2026-09-04 10:35:00,Round 23,CTBC Brothers,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/r7fgxi1712659538.jpg,,,,
2438509,2026-09-04 10:35:00,Round 23,Fubon Guardians,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gwf44t1712659602.jpg,,,,
2438510,2026-09-05 08:05:00,Round 23,Uni-President Lions,,TSG Hawks,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/vwem3o1775241069.jpg,,,,
2438511,2026-09-05 09:05:00,Round 23,CTBC Brothers,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/r7fgxi1712659538.jpg,,,,
2438512,2026-09-05 09:05:00,Round 23,Fubon Guardians,,Rakuten Monkeys,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gwf44t1712659602.jpg,,,,
2438513,2026-09-06 08:05:00,Round 23,Fubon Guardians,,Rakuten Monkeys,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gwf44t1712659602.jpg,,,,
2438514,2026-09-06 08:05:00,Round 23,Uni-President Lions,,TSG Hawks,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/s5hf7g1775241070.jpg,,,,
2438515,2026-09-06 09:05:00,Round 23,CTBC Brothers,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/r7fgxi1712659538.jpg,,,,
2438516,2026-09-08 10:35:00,Round 24,Rakuten Monkeys,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/xlde8r1775241071.jpg,,,,
2438517,2026-09-08 10:35:00,Round 24,Wei Chuan Dragons,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gz6l981712659605.jpg,,,,
2438518,2026-09-09 10:35:00,Round 24,Wei Chuan Dragons,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gz6l981712659605.jpg,,,,
2438519,2026-09-09 10:35:00,Round 24,Rakuten Monkeys,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/v6y9pv1775241072.jpg,,,,
2438520,2026-09-09 10:35:00,Round 24,CTBC Brothers,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/1z4q9v1712659527.jpg,,,,
2438521,2026-09-10 10:35:00,Round 24,CTBC Brothers,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/1z4q9v1712659527.jpg,,,,
2438522,2026-09-11 10:35:00,Round 24,Rakuten Monkeys,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/e1mwnh1712659604.jpg,,,,
2438523,2026-09-11 10:35:00,Round 24,TSG Hawks,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/n9umat1775241073.jpg,,,,
2438524,2026-09-11 10:35:00,Round 24,Wei Chuan Dragons,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/ccgdjf1712659602.jpg,,,,
2438525,2026-09-12 08:05:00,Round 24,TSG Hawks,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/9ydmqq1775241074.jpg,,,,
2438526,2026-09-12 09:05:00,Round 24,Rakuten Monkeys,,CTBC Brothers,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/e1mwnh1712659604.jpg,,,,
2438527,2026-09-12 09:05:00,Round 24,Wei Chuan Dragons,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/ccgdjf1712659602.jpg,,,,
2438528,2026-09-13 08:05:00,Round 24,TSG Hawks,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/5oqm5u1775241075.jpg,,,,
2438529,2026-09-13 08:05:00,Round 24,Wei Chuan Dragons,,Uni-President Lions,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/ccgdjf1712659602.jpg,,,,
2438530,2026-09-13 09:05:00,Round 24,Rakuten Monkeys,,CTBC Brothers,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/e1mwnh1712659604.jpg,,,,
2438531,2026-09-15 10:35:00,Round 25,TSG Hawks,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/drxugj1775241076.jpg,,,,
2438532,2026-09-15 10:35:00,Round 25,Uni-President Lions,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/0jhrmu1712659534.jpg,,,,
2438533,2026-09-16 10:35:00,Round 25,Wei Chuan Dragons,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gz6l981712659605.jpg,,,,
2438534,2026-09-17 10:35:00,Round 25,CTBC Brothers,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/1z4q9v1712659527.jpg,,,,
2438535,2026-09-17 10:35:00,Round 25,Fubon Guardians,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gwf44t1712659602.jpg,,,,
2438536,2026-09-17 10:35:00,Round 25,Wei Chuan Dragons,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/cxlhk01775241077.jpg,,,,
2438537,2026-09-18 10:35:00,Round 25,CTBC Brothers,,Uni-President Lions,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/1z4q9v1712659527.jpg,,,,
2438538,2026-09-18 10:35:00,Round 25,Fubon Guardians,,Rakuten Monkeys,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/gwf44t1712659602.jpg,,,,
2438539,2026-09-18 10:35:00,Round 25,Wei Chuan Dragons,,TSG Hawks,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/hbct5x1775241078.jpg,,,,
2438540,2026-09-19 08:05:00,Round 25,Uni-President Lions,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/p7sgxb1712659516.jpg,,,,
2438541,2026-09-19 09:05:00,Round 25,CTBC Brothers,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/r7fgxi1712659538.jpg,,,,
2438542,2026-09-19 09:05:00,Round 25,Rakuten Monkeys,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/kuoj2i1775241079.jpg,,,,
2438543,2026-09-20 07:05:00,Round 25,CTBC Brothers,,Wei Chuan Dragons,,,15:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/r7fgxi1712659538.jpg,,,,
2438544,2026-09-20 08:05:00,Round 25,Uni-President Lions,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/p7sgxb1712659516.jpg,,,,
2438545,2026-09-20 09:05:00,Round 25,Rakuten Monkeys,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/246s851775241080.jpg,,,,
2438546,2026-09-24 10:35:00,Round 26,Rakuten Monkeys,,CTBC Brothers,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/e1mwnh1712659604.jpg,,,,
2438547,2026-09-24 10:35:00,Round 26,TSG Hawks,,Fubon Guardians,,,18:35,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/wklx921775241081.jpg,,,,
2438548,2026-09-24 10:35:00,Round 26,Uni-President Lions,,Wei Chuan Dragons,,,18:35,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/l2ne001712659508.jpg,,,,
2438549,2026-09-25 08:05:00,Round 26,TSG Hawks,,Fubon Guardians,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/llg4nj1775241082.jpg,,,,
2438550,2026-09-25 08:05:00,Round 26,Uni-President Lions,,Wei Chuan Dragons,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/l2ne001712659508.jpg,,,,
2438551,2026-09-25 09:05:00,Round 26,Rakuten Monkeys,,CTBC Brothers,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/e1mwnh1712659604.jpg,,,,
2457028,2026-09-26 08:05:00,Round 26,TSG Hawks,,Uni-President Lions,,,16:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/iazbhd1775241083.jpg,,,,
2457029,2026-09-26 09:05:00,Round 26,Fubon Guardians,,CTBC Brothers,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cmjt7a1712659539.jpg,,,,
2457030,2026-09-26 09:05:00,Round 26,Wei Chuan Dragons,,Rakuten Monkeys,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/udx3701712659513.jpg,,,,
2457031,2026-09-27 07:05:00,Round 26,TSG Hawks,,Uni-President Lions,,,15:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/jonkdc1775241084.jpg,,,,
2457032,2026-09-27 08:05:00,Round 26,Wei Chuan Dragons,,Rakuten Monkeys,,,16:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/udx3701712659513.jpg,,,,
2457033,2026-09-27 09:05:00,Round 26,Fubon Guardians,,CTBC Brothers,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/cmjt7a1712659539.jpg,,,,
2457034,2026-09-28 09:05:00,Round 27,CTBC Brothers,,TSG Hawks,,,17:05,SCHEDULED,,,,,,,,https://www.thesportsdb.com/images/media/event/thumb/fwuy371775241086.jpg,,,,
2457035,2026-09-28 09:05:00,Round 27,Fubon Guardians,,Wei Chuan Dragons,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/u5uxeq1712659524.jpg,,,,
2457036,2026-09-28 09:05:00,Round 27,Rakuten Monkeys,,Uni-President Lions,,,17:05,SCHEDULED,,,,,,,,https://r2.thesportsdb.com/images/media/event/thumb/nf3jpm1712659540.jpg,,,,
